Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
17515,No,Cash Back,Letter,Low,1,No,High,2,2,5,Yes,1196.75,275,994,1341,2177
17516,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,1034.25,414,628,1783,1312
17517,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,No,1058.5,1468,1779,495,492
17518,No,Points,Letter,Low,1,No,High,1,1,4,No,844.25,855,754,970,798
17519,No,Points,Letter,Low,1,No,Low,1,1,5,No,1442.75,1373,997,1556,1845
17520,No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1160.5,241,1377,1600,1424
17521,No,Points,Letter,Medium,1,Yes,Low,2,1,2,No,1324,843,1538,1580,1335
17522,No,Air Miles,Postcard,High,1,No,Low,2,1,6,No,658.5,527,679,748,680
17523,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,1011.25,440,1302,1376,927
17524,No,Points,Letter,Medium,1,No,Low,1,2,3,Yes,1138.75,501,783,1570,1701
17525,No,Cash Back,Letter,High,2,No,Low,1,1,3,Yes,723.75,699,571,803,822
17526,No,Air Miles,Postcard,Low,1,Yes,High,3,1,2,Yes,660,607,511,908,614
17527,No,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,859.5,1573,1005,751,109
17528,No,Air Miles,Letter,Medium,1,No,Medium,3,1,2,Yes,651,578,617,664,745
17529,Yes,Points,Postcard,Low,1,No,Low,2,1,6,Yes,1079.75,876,1560,1388,495
17530,No,Points,Postcard,Low,1,No,High,1,1,3,Yes,1169.75,1663,1664,928,424
17531,No,Points,Postcard,High,1,No,High,2,1,3,No,992.25,1765,1084,682,438
17532,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,1012.5,1695,1073,994,288
17533,No,Air Miles,Postcard,Medium,2,No,Low,2,1,3,Yes,1191.5,917,1268,2026,555
17534,No,Cash Back,Letter,Medium,2,No,High,3,1,5,Yes,832.5,892,788,809,841
17535,No,Cash Back,Letter,High,1,Yes,High,1,1,3,Yes,1297,975,1665,2118,430
17536,No,Air Miles,Letter,Medium,2,No,Low,2,1,2,Yes,1082.5,486,1376,1503,965
17537,Yes,Points,Postcard,Low,1,No,High,2,1,3,Yes,1023,1656,1476,557,403
17538,No,Points,Letter,Low,1,No,Low,1,1,3,Yes,1060.5,1806,1395,813,228
17539,No,Cash Back,Letter,Medium,1,No,Low,1,1,5,Yes,1096.5,450,702,1274,1960
17540,No,Air Miles,Postcard,Medium,2,No,High,3,2,2,Yes,868.25,143,574,1049,1707
17541,No,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,1294,2056,1501,1118,501
17542,No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,909.5,754,1309,1134,441
17543,No,Points,Letter,High,2,Yes,High,1,1,5,No,1077.25,1957,1491,501,360
17544,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,6,Yes,1093.25,707,824,1821,1021
17545,No,Air Miles,Postcard,High,2,No,Medium,3,1,5,Yes,197,268,204,50,266
17546,Yes,Air Miles,Letter,Medium,2,Yes,Low,1,1,3,Yes,1282.5,2159,1330,1222,419
17547,No,Air Miles,Letter,High,1,No,High,2,1,4,No,975,133,1094,1869,804
17548,No,Points,Letter,High,1,No,Low,2,1,2,Yes,1080.5,1413,1188,1173,548
17549,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1015,1774,1363,919,4
17550,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,No,1178.75,1183,1005,1341,1186
17551,No,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,184.5,96,335,192,115
17552,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,4,Yes,866,869,774,850,971
17553,Yes,Air Miles,Letter,High,1,Yes,Low,4,1,4,No,229.75,499,68,39,313
17554,No,Air Miles,Letter,Low,2,No,Low,1,1,5,No,972,977,828,1366,717
17555,No,Points,Postcard,Low,1,No,Medium,1,1,4,No,1179,807,1656,824,1429
17556,No,Cash Back,Letter,Medium,1,No,Medium,1,2,3,No,968.75,1684,1202,696,293
17557,No,Points,Postcard,Low,1,Yes,Low,1,2,4,Yes,1085.75,315,1236,1397,1395
17558,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1027,62,979,1948,1119
17559,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,918.75,1619,1012,551,493
17560,No,Points,Letter,Low,1,Yes,High,1,1,5,Yes,1006,438,1779,1260,547
17561,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1186.5,1031,502,1487,1726
17562,No,Air Miles,Letter,Low,1,No,Low,1,1,3,No,1121.75,1616,1390,745,736
17563,No,Air Miles,Letter,High,1,No,Medium,1,1,2,No,1178.75,908,1373,1715,719
17564,No,Cash Back,Letter,Low,2,Yes,Medium,3,1,3,Yes,1060.5,621,610,1033,1978
17565,No,Points,Postcard,Medium,1,No,High,1,2,1,Yes,1051.25,106,867,1377,1855
17566,No,Points,Postcard,Medium,1,No,Medium,4,1,5,Yes,795.5,836,718,990,638
17567,No,Cash Back,Letter,Medium,2,No,Low,1,1,4,Yes,1087.25,254,972,1158,1965
17568,No,Cash Back,Letter,High,2,No,High,2,1,2,No,908.5,1581,1112,791,150
17569,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,976.25,1810,1009,724,362
17570,No,Cash Back,Postcard,Low,1,No,Low,2,1,3,No,1070.75,1951,1436,518,378
17571,No,Points,Letter,Medium,1,No,Low,2,1,3,No,1126,943,402,1628,1531
17572,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,1314.75,1343,695,1760,1461
17573,No,Air Miles,Letter,High,1,No,High,1,1,4,No,723.5,628,821,740,705
17574,No,Cash Back,Postcard,High,2,No,Low,2,2,3,No,1096.25,1965,1002,994,424
17575,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,No,725.75,576,794,621,912
17576,No,Points,Postcard,Medium,1,No,Low,2,3,4,Yes,979.5,1650,839,498,931
17577,No,Air Miles,Postcard,Medium,1,Yes,High,3,1,4,No,1278.75,676,1331,2056,1052
17578,No,Points,Postcard,Low,1,No,High,3,1,2,Yes,963,230,888,1978,756
17579,No,Points,Letter,Medium,1,No,Medium,3,1,3,No,948,1540,1289,780,183
17580,No,Points,Postcard,Medium,1,No,High,2,1,5,No,261.75,424,4,351,268
17581,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,249.5,356,280,305,57
17582,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,722,742,673,850,623
17583,No,Cash Back,Letter,Medium,2,No,Low,2,1,5,Yes,1241.75,1960,1693,584,730
17584,No,Points,Postcard,Low,2,No,High,2,1,2,Yes,1026,382,1674,1400,648
17585,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,754.5,591,745,779,903
17586,No,Points,Letter,Medium,2,No,High,2,1,3,No,340.25,280,160,460,461
17587,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1150.25,88,1584,1587,1342
17588,No,Points,Letter,Low,1,Yes,High,3,1,2,Yes,990.75,1756,1260,699,248
17589,No,Points,Postcard,High,1,No,Low,3,1,3,No,164.75,120,144,118,277
17590,No,Air Miles,Letter,High,1,Yes,High,2,2,5,No,1027.75,1845,1354,588,324
17591,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1090.25,1749,1248,963,401
17592,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,989,360,414,1302,1880
17593,No,Air Miles,Letter,Medium,2,No,High,1,1,3,Yes,1085.5,668,1086,1351,1237
17594,No,Cash Back,Postcard,High,1,No,High,3,2,4,Yes,902.5,623,763,1462,762
17595,No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1267.75,1924,1454,837,856
17596,No,Cash Back,Letter,High,1,Yes,Medium,2,1,4,No,1014,240,1286,2002,528
17597,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,1762.75,1738,1870,1577,1866
17598,No,Points,Postcard,Low,1,Yes,Medium,3,1,2,No,1183.75,258,1734,1653,1090
17599,No,Air Miles,Letter,Medium,1,No,Medium,1,1,5,Yes,1014.75,1692,1262,889,216
17600,Yes,Cash Back,Letter,Medium,1,No,Low,1,2,5,Yes,1329.5,856,1166,1325,1971
17601,No,Points,Letter,High,2,No,Low,1,1,3,Yes,684.75,545,896,660,638
17602,No,Points,Letter,High,1,No,Medium,4,1,2,Yes,858.5,1507,1006,586,335
17603,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,876.25,73,1040,1133,1259
17604,No,Points,Letter,Medium,1,No,Low,2,2,2,Yes,678.25,739,512,592,870
17605,No,Points,Postcard,High,1,No,High,1,1,2,No,824,607,413,835,1441
17606,No,Points,Postcard,High,1,No,High,2,1,5,Yes,260.25,101,180,331,429
17607,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,351,480,199,304,421
17608,No,Points,Postcard,Low,1,No,Medium,2,1,4,No,1139,2020,1322,771,443
17609,No,Cash Back,Letter,High,1,Yes,Low,2,1,4,Yes,1116.25,561,930,1761,1213
17610,No,Air Miles,Postcard,Low,2,Yes,High,2,1,4,Yes,174.5,169,67,393,69
17611,No,Cash Back,Postcard,High,1,No,Low,2,2,2,Yes,957.5,973,492,825,1540
17612,No,Cash Back,Letter,Low,1,No,Low,1,1,5,No,1070.5,264,1383,1457,1178
17613,No,Points,Letter,Medium,1,No,High,1,2,5,No,1049.5,692,1532,1104,870
17614,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,381.5,496,261,283,486
17615,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,189.75,8,202,407,142
17616,No,Points,Letter,Medium,1,No,Medium,2,1,4,Yes,1110.25,90,1663,1592,1096
17617,No,Cash Back,Postcard,Low,2,No,Medium,1,1,5,No,1075.5,249,708,1791,1554
17618,No,Points,Letter,Medium,2,No,Medium,1,2,5,Yes,949,1038,995,836,927
17619,No,Cash Back,Postcard,High,1,No,Low,1,2,3,Yes,313.25,299,457,385,112
17620,No,Points,Letter,Low,2,No,Low,2,1,3,Yes,980.25,1937,1311,512,161
17621,No,Points,Letter,Low,1,No,High,1,2,3,No,1040.25,1921,1357,512,371
17622,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1103.25,648,1152,1038,1575
17623,No,Cash Back,Letter,Medium,2,No,Medium,1,1,1,No,944,1542,831,517,886
17624,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,905.5,1557,1206,564,295
17625,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1161,137,1120,2181,1206
17626,No,Cash Back,Letter,Medium,1,No,Medium,1,1,1,Yes,1104.25,899,490,1496,1532
17627,No,Air Miles,Postcard,Low,1,No,Low,3,2,2,Yes,1282,2139,1599,788,602
17628,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1308,505,1785,2122,820
17629,No,Cash Back,Postcard,Low,1,No,High,3,1,5,Yes,1385,1040,1683,1938,879
17630,No,Cash Back,Letter,High,2,No,Low,2,1,5,Yes,1279.25,933,1751,1742,691
17631,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,2,5,Yes,954.5,74,1122,1729,893
17632,No,Cash Back,Letter,Low,1,Yes,Medium,2,2,5,Yes,1299.25,173,1660,2112,1252
17633,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1015,952,1458,1076,574
17634,No,Points,Letter,High,1,No,High,3,1,3,Yes,1061.25,1584,1036,653,972
17635,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1103.75,1989,1475,936,15
17636,No,Cash Back,Postcard,Medium,2,No,High,1,1,4,No,1020,749,995,1665,671
17637,No,Cash Back,Postcard,High,1,No,High,3,1,2,Yes,263,392,344,99,217
17638,No,Cash Back,Postcard,Medium,2,No,Medium,2,2,2,No,1015.5,854,477,1479,1252
17639,No,Air Miles,Letter,Low,1,No,High,2,1,3,No,1124.5,564,1812,945,1177
17640,No,Air Miles,Letter,Medium,2,Yes,Medium,3,1,2,Yes,795.5,765,751,922,744
17641,No,Cash Back,Letter,High,2,No,High,1,1,5,Yes,719.25,827,722,792,536
17642,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,211,428,32,273,111
17643,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,4,Yes,1067.25,1301,533,1234,1201
17644,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,Yes,1040.5,820,1125,1506,711
17645,No,Air Miles,Postcard,High,1,No,High,1,2,3,No,1313.5,1949,1411,1375,519
17646,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,887.5,1580,1042,846,82
17647,No,Cash Back,Postcard,Medium,3,No,Medium,1,1,4,No,876.75,630,557,1017,1303
17648,No,Cash Back,Postcard,Medium,2,No,Low,2,2,2,No,1028,1985,1174,528,425
17649,No,Points,Postcard,Medium,2,No,Medium,2,1,4,No,930.25,429,1123,927,1242
17650,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,1,No,1156.75,298,1303,1284,1742
17651,No,Cash Back,Letter,High,1,Yes,Medium,3,1,3,Yes,979.75,1722,1443,658,96
17652,No,Cash Back,Letter,Low,1,No,Medium,2,1,5,No,993.5,1706,1366,518,384
17653,No,Points,Postcard,High,2,No,Medium,2,1,4,No,117,16,11,348,93
17654,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,1217,1379,738,1926,825
17655,No,Cash Back,Postcard,Medium,1,No,Medium,4,1,2,Yes,1352.25,1479,623,1722,1585
17656,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,1104,161,1262,1514,1479
17657,No,Cash Back,Letter,Medium,2,Yes,Medium,1,1,3,No,1222.25,960,1384,1083,1462
17658,No,Cash Back,Letter,Medium,1,Yes,High,2,1,3,No,1198.25,385,856,1432,2120
17659,No,Cash Back,Letter,Low,1,No,Low,1,2,3,No,1328.75,913,1708,1910,784
17660,No,Air Miles,Letter,Medium,2,Yes,Medium,2,2,5,Yes,979.75,432,1107,1855,525
17661,No,Air Miles,Letter,High,1,No,Medium,1,1,3,No,941.75,327,702,1122,1616
17662,No,Points,Postcard,Low,2,No,Low,1,1,3,No,870.5,880,980,643,979
17663,No,Cash Back,Letter,Medium,1,No,Medium,1,1,1,No,1106.5,53,1467,1601,1305
17664,No,Cash Back,Postcard,High,2,No,High,3,2,5,Yes,1002.75,1876,1125,680,330
17665,No,Points,Letter,Medium,2,No,Medium,3,1,5,No,153.25,283,97,61,172
17666,No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,No,1400.75,2081,1787,931,804
17667,No,Air Miles,Postcard,High,2,No,Low,1,1,4,Yes,1067.25,1744,1208,994,323
17668,Yes,Cash Back,Letter,Low,1,Yes,Low,1,1,4,No,1124.25,1702,1489,940,366
17669,No,Points,Letter,Medium,2,No,Low,1,1,5,Yes,1138.75,932,1110,1233,1280
17670,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,4,Yes,773.5,652,871,850,721
17671,No,Air Miles,Letter,Low,2,No,Low,2,1,4,Yes,1279.5,2130,1708,1213,67
17672,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,No,1076,1948,1193,752,411
17673,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1201.5,1530,1538,1377,361
17674,No,Cash Back,Postcard,Low,1,No,Low,2,1,2,No,1108.75,311,1521,847,1756
17675,No,Points,Postcard,High,1,No,Low,3,1,3,Yes,1005,517,662,1895,946
17676,No,Air Miles,Letter,High,1,No,Medium,2,1,5,Yes,1282,2034,1455,1096,543
17677,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,691.25,552,610,814,789
17678,No,Points,Letter,Low,1,No,Medium,2,1,3,No,1265.5,131,1307,1757,1867
17679,No,Air Miles,Letter,High,1,No,High,2,2,5,No,363,333,327,360,432
17680,No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,933,1652,1217,769,94
17681,No,Air Miles,Postcard,High,2,No,Low,2,1,3,Yes,865,1600,1040,670,150
17682,No,Cash Back,Letter,Low,2,No,Medium,1,1,3,Yes,604.25,267,429,1038,683
17683,No,Air Miles,Letter,High,1,No,High,1,1,3,No,1215.75,2054,1356,1262,191
17684,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,Yes,1055.25,834,916,1381,1090
17685,No,Cash Back,Postcard,Medium,2,No,Low,1,2,6,No,899.25,1245,990,739,623
17686,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,1081.5,1942,1297,929,158
17687,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,987,1272,1721,605,350
17688,Yes,Cash Back,Postcard,Medium,1,No,Low,1,2,3,No,1270,540,1181,1335,2024
17689,No,Air Miles,Postcard,Low,1,Yes,Medium,1,1,3,No,212.25,29,185,447,188
17690,No,Air Miles,Postcard,Low,2,No,Medium,1,2,2,Yes,992.5,1324,1340,671,635
17691,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,285.75,405,138,463,137
17692,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,882.75,1510,1324,534,163
17693,No,Air Miles,Letter,Low,1,No,High,2,1,2,No,1030,1426,1179,968,547
17694,No,Air Miles,Postcard,High,2,Yes,Medium,2,1,2,Yes,1144.75,224,1572,2069,714
17695,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,1029.5,210,1306,1402,1200
17696,No,Points,Letter,Low,1,No,High,2,1,3,No,1193.75,1524,1142,1067,1042
17697,Yes,Air Miles,Letter,Low,1,Yes,Low,2,1,4,No,871,8,1429,1124,923
17698,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1394.75,1860,1612,1221,886
17699,No,Cash Back,Letter,Low,1,No,High,2,2,5,Yes,1010,1859,1004,689,488
17700,Yes,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,984,783,620,1010,1523
17701,No,Cash Back,Letter,High,2,Yes,High,2,2,3,Yes,909.25,224,820,1338,1255
17702,No,Points,Letter,Low,1,No,Low,1,1,3,Yes,175.75,198,51,349,105
17703,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,213.25,41,68,411,333
17704,No,Points,Postcard,High,1,No,Low,3,1,5,No,826,545,899,891,969
17705,No,Air Miles,Letter,Medium,1,No,High,1,1,5,Yes,1130.75,863,824,2174,662
17706,No,Air Miles,Postcard,High,1,Yes,Medium,1,2,5,Yes,854,880,999,652,885
17707,No,Cash Back,Postcard,Low,1,No,Medium,3,2,2,No,960.5,1801,1138,778,125
17708,No,Cash Back,Letter,Medium,2,Yes,Low,1,1,5,No,1691,1650,1700,1513,1901
17709,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,No,1010.5,767,481,1856,938
17710,No,Points,Postcard,Low,1,No,Medium,2,1,3,No,773,749,759,774,810
17711,No,Points,Postcard,High,1,No,Medium,3,1,4,No,656.75,664,732,567,664
17712,No,Cash Back,Postcard,High,1,No,High,1,1,4,Yes,1370.75,928,1070,1760,1725
17713,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,931,32,888,2014,790
17714,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,No,1297.5,676,1311,1083,2120
17715,Yes,Air Miles,Postcard,High,2,No,Low,4,1,3,No,1177.75,1949,1437,906,419
17716,No,Points,Letter,Medium,2,No,Medium,2,1,3,Yes,1014.5,350,1102,1869,737
17717,No,Points,Letter,Low,3,No,Low,2,1,3,Yes,278.5,318,455,220,121
17718,No,Cash Back,Letter,High,1,No,Low,1,2,2,No,860,1720,1198,521,1
17719,No,Points,Postcard,Low,2,No,Medium,2,1,5,Yes,149.5,34,390,44,130
17720,No,Air Miles,Letter,Low,1,No,High,1,2,4,Yes,1073,1370,1667,1041,214
17721,No,Points,Letter,Low,2,No,Low,1,1,3,Yes,1068.75,2,1748,1623,902
17722,No,Points,Postcard,High,1,No,Low,1,1,3,Yes,1176,569,785,1200,2150
17723,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,1053.75,2140,1145,496,434
17724,No,Points,Letter,Medium,1,No,Low,3,1,4,Yes,701,630,562,773,839
17725,No,Air Miles,Postcard,Medium,2,No,Low,1,1,2,No,401.25,476,421,381,327
17726,No,Air Miles,Postcard,High,1,No,Medium,1,1,6,Yes,777.5,671,512,949,978
17727,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,Yes,1234.75,1805,1606,997,531
17728,No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1745,1782,1752,1888,1558
17729,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,No,650.25,623,612,782,584
17730,No,Points,Postcard,Medium,1,No,Medium,2,2,1,Yes,1116,361,980,1144,1979
17731,No,Air Miles,Postcard,High,1,No,Medium,2,1,5,No,1173.75,823,526,1218,2128
17732,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1326.75,1035,1110,1552,1610
17733,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,4,Yes,133,152,299,27,54
17734,No,Air Miles,Letter,High,1,No,Low,2,2,4,Yes,1239.25,857,1195,902,2003
17735,No,Cash Back,Postcard,High,1,No,High,2,2,4,No,1206.25,2081,1478,530,736
17736,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,923.75,1587,1373,662,73
17737,No,Cash Back,Postcard,High,2,No,High,1,1,5,Yes,1902,1894,1934,1921,1859
17738,No,Points,Postcard,Low,1,Yes,Low,1,1,3,Yes,661.5,893,550,601,602
17739,No,Cash Back,Postcard,Medium,3,No,High,2,1,4,Yes,964,1784,1084,507,481
17740,Yes,Air Miles,Postcard,Low,1,No,Medium,3,1,4,Yes,1110,2189,1463,652,136
17741,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,1066,1632,847,1363,422
17742,No,Points,Letter,High,3,No,Medium,3,1,4,Yes,792.5,539,838,940,853
17743,No,Points,Letter,Medium,2,No,High,1,1,3,No,1019.5,433,1590,1207,848
17744,No,Cash Back,Letter,High,1,No,High,1,1,3,No,1190.25,685,412,2257,1407
17745,No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,255,468,230,229,93
17746,No,Points,Postcard,Low,2,No,High,2,1,5,No,927,1645,1003,864,196
17747,No,Cash Back,Letter,High,1,No,High,2,1,4,Yes,1011.75,1698,1454,811,84
17748,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,925.5,1868,1036,532,266
17749,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,No,710.75,696,744,587,816
17750,No,Cash Back,Letter,Low,1,No,Low,2,1,3,No,1672.25,1621,1826,1521,1721
17751,No,Points,Letter,High,2,No,Medium,2,1,4,Yes,1008.25,625,1162,1784,462
17752,No,Cash Back,Letter,High,1,No,Low,2,1,5,Yes,1199.5,1873,912,1050,963
17753,No,Air Miles,Postcard,Low,1,No,Medium,3,1,5,Yes,1036,1905,1252,656,331
17754,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,1125,1489,1019,1360,632
17755,No,Points,Postcard,Medium,1,No,Medium,1,2,3,Yes,1041,1688,952,725,799
17756,No,Cash Back,Postcard,Medium,1,Yes,Low,2,3,4,Yes,1153.5,314,976,1458,1866
17757,No,Points,Letter,Medium,2,No,High,1,1,4,Yes,1131,1783,1769,465,507
17758,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,1028.25,862,599,1175,1477
17759,No,Points,Letter,Low,1,No,Medium,2,1,2,Yes,369.75,277,468,392,342
17760,No,Air Miles,Letter,High,1,No,High,3,1,2,No,1054.75,1868,1128,856,367
17761,No,Air Miles,Letter,Low,1,No,High,3,1,4,No,1076.75,1998,1202,747,360
17762,No,Air Miles,Letter,High,1,No,Low,2,1,2,Yes,1022.75,1717,1302,798,274
17763,No,Points,Postcard,High,1,No,Low,2,1,3,No,673,537,684,756,715
17764,No,Cash Back,Postcard,Low,2,No,High,2,1,4,Yes,858,472,1092,1335,533
17765,No,Points,Letter,Medium,1,No,Low,3,3,5,No,1181,1325,641,1499,1259
17766,No,Cash Back,Postcard,Low,2,No,Medium,3,1,2,Yes,803.75,817,644,847,907
17767,No,Points,Letter,Medium,2,No,High,2,1,2,No,1156.75,1428,1153,1109,937
17768,No,Points,Postcard,Medium,3,No,Medium,1,1,5,Yes,726.75,597,749,947,614
17769,No,Cash Back,Postcard,High,2,Yes,Medium,2,1,3,No,293.25,342,476,4,351
17770,No,Points,Letter,High,1,No,Low,3,1,2,No,1071,1893,802,1032,557
17771,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,1128.5,1971,1404,652,487
17772,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,767,598,936,940,594
17773,No,Points,Letter,Low,2,No,High,2,1,3,Yes,1006.5,1562,1124,890,450
17774,No,Air Miles,Postcard,High,1,No,High,2,2,5,No,262,197,183,443,225
17775,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,850.5,321,835,881,1365
17776,No,Air Miles,Postcard,Low,2,Yes,Low,3,1,3,No,1119,378,1220,1563,1315
17777,No,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,1344,938,1431,1845,1162
17778,No,Air Miles,Postcard,Low,1,No,Medium,1,2,2,Yes,702.5,764,963,532,551
17779,No,Air Miles,Postcard,Low,1,No,Low,3,1,2,Yes,956.25,194,1055,1810,766
17780,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,2,Yes,1260.75,1225,1205,1638,975
17781,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,1664.75,1510,1694,1567,1888
17782,No,Air Miles,Postcard,Low,1,No,Medium,2,1,2,Yes,741.75,595,552,900,920
17783,Yes,Air Miles,Letter,Medium,2,No,Medium,1,1,2,No,914,1570,812,627,647
17784,No,Air Miles,Postcard,Medium,2,No,High,2,1,4,Yes,1036.5,88,1084,1738,1236
17785,No,Cash Back,Postcard,Low,2,No,High,2,2,6,Yes,699.5,709,965,520,604
17786,No,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,1565,1442,1762,1972,1084
17787,No,Cash Back,Postcard,Medium,1,Yes,Low,3,1,5,Yes,1813.25,1988,1879,1523,1863
17788,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,786.25,753,912,695,785
17789,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1163.25,453,1049,2005,1146
17790,No,Air Miles,Letter,High,2,No,High,1,1,3,No,1078,351,614,1806,1541
17791,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,790.5,565,523,1175,899
17792,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,5,Yes,1311,1369,1187,1207,1481
17793,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,987.75,1946,1181,716,108
17794,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1748.75,1785,1952,1542,1716
17795,No,Air Miles,Postcard,High,2,No,Medium,3,1,3,Yes,917,91,1742,1128,707
17796,No,Cash Back,Letter,High,1,No,High,2,1,4,No,1126.25,2178,1398,640,289
17797,No,Cash Back,Letter,High,1,Yes,High,2,1,4,Yes,1321.5,898,1058,1953,1377
17798,No,Cash Back,Postcard,Medium,2,No,Low,2,1,2,Yes,891.75,324,1407,1273,563
17799,No,Air Miles,Postcard,High,1,No,High,2,2,3,Yes,1080.25,793,618,1690,1220
17800,No,Points,Letter,Medium,1,Yes,Low,1,1,2,Yes,994.25,1423,1043,814,697
17801,Yes,Points,Postcard,Medium,2,Yes,Low,2,1,5,Yes,810.5,292,706,914,1330
17802,No,Points,Letter,Low,2,No,High,1,1,4,Yes,394.5,427,454,500,197
